domainid	n	non_zero_counts	min_count	max_count	mean	stddev	kurtosis	skew	ks_test_statistic	ks_test_pvalue	norm_log_statistic	norm_log_pvalue	norm_sqrt_statistic	norm_sqrt_pvalue	norm_cbrt_statistic	norm_cbrt_pvalue	norm_yeojohnson_statistic	norm_yeojohnson_pvalue	yeojohnson_lmbda
PF02786	7059	7024	0	15	4.229636	1.844837	1.080865	0.858194	0.158253	0.000100	0.127858	0.000100	0.136578	0.000100	0.136094	0.000100	0.140112	0.000100	0.264534
PF02787	7059	6922	0	3	1.056665	0.309763	8.707891	1.723304	0.498337	0.000100	0.472053	0.000100	0.454293	0.000100	0.480028	0.000100	0.480753	0.000100	0.290608
PF02788	7059	1333	0	4	0.249044	0.578231	7.468172	2.641989	0.477809	0.000100	0.489196	0.000100	0.492203	0.000100	0.494656	0.000100	0.496419	0.000100	-6.208758
PF02789	7059	4873	0	4	0.810596	0.649710	0.792242	0.534146	0.304990	0.000100	0.361660	0.000100	0.384446	0.000100	0.405922	0.000100	0.341446	0.000100	0.401722
PF02790	7059	4569	0	5	0.740048	0.651693	2.240802	0.882908	0.302260	0.000100	0.356722	0.000100	0.374942	0.000100	0.392325	0.000100	0.349448	0.000100	0.169589
PF02791	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02792	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02793	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02796	7059	2430	0	14	0.584077	1.074558	16.551219	3.164479	0.362370	0.000100	0.401620	0.000100	0.407421	0.000100	0.415541	0.000100	0.419985	0.000100	-2.165840
PF02797	7059	2226	0	5	0.359258	0.587315	5.801250	1.920467	0.414274	0.000100	0.429055	0.000100	0.432077	0.000100	0.434443	0.000100	0.435837	0.000100	-3.201779
PF02798	7059	3085	0	18	2.075223	3.048948	1.713283	1.497934	0.314903	0.000100	0.352817	0.000100	0.353131	0.000100	0.363598	0.000100	0.365905	0.000100	-0.769966
PF02799	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02800	7059	6971	0	6	1.886953	1.114483	-0.002558	0.953761	0.286568	0.000100	0.295483	0.000100	0.283279	0.000100	0.262898	0.000100	0.292845	0.000100	-0.417777
PF02801	7059	7008	0	93	4.835671	6.606472	18.786528	3.591242	0.273546	0.000100	0.161095	0.000100	0.195205	0.000100	0.176081	0.000100	0.193385	0.000100	-0.545964
PF02803	7059	6397	0	46	5.169854	4.634989	6.665306	1.890586	0.146008	0.000100	0.108944	0.000100	0.084432	0.000100	0.143677	0.000100	0.083776	0.000100	0.173011
PF02805	7059	3988	0	6	0.744723	0.778482	1.022008	0.917519	0.265655	0.000100	0.291054	0.000100	0.298468	0.000100	0.328227	0.000100	0.295693	0.000100	-0.320857
PF02806	7059	4625	0	6	0.878028	0.839085	2.848780	1.248468	0.274487	0.000100	0.296381	0.000100	0.329337	0.000100	0.365106	0.000100	0.302320	0.000100	-0.083526
PF02807	7059	32	0	2	0.004675	0.070259	266.025406	15.729949	0.521990	0.000100	0.522232	0.000100	0.522298	0.000100	0.522339	0.000100	0.522366	0.000100	-90.526417
PF02809	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02810	7059	5756	0	8	1.536195	1.186498	0.702012	0.808211	0.240550	0.000100	0.215063	0.000100	0.261889	0.000100	0.333740	0.000100	0.193261	0.000100	0.240245
PF02811	7059	7049	0	14	3.240969	1.580584	2.199966	1.126711	0.181775	0.000100	0.147243	0.000100	0.148208	0.000100	0.140463	0.000100	0.147923	0.000100	0.030534
PF02812	7059	5749	0	9	1.532512	1.158454	0.936508	0.779922	0.220108	0.000100	0.211726	0.000100	0.260012	0.000100	0.332314	0.000100	0.184573	0.000100	0.301287
PF02815	7059	14	0	2	0.002125	0.049028	703.641293	25.112842	0.515301	0.000100	0.515610	0.000100	0.515699	0.000100	0.515755	0.000100	0.515794	0.000100	-90.526417
PF02816	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02817	7059	6604	0	11	2.567927	1.217301	1.746377	0.222573	0.184530	0.000100	0.252656	0.000100	0.263670	0.000100	0.318467	0.000100	0.186355	0.000100	0.916008
PF02818	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02819	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02820	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02822	7059	5	0	2	0.000992	0.039463	2037.040497	43.721903	0.509315	0.000100	0.509636	0.000100	0.509754	0.000100	0.509841	0.000100	0.509911	0.000100	-90.526417
PF02823	7059	6812	0	4	1.086839	0.406382	5.566415	1.365019	0.470561	0.000100	0.435757	0.000100	0.440479	0.000100	0.472518	0.000100	0.449215	0.000100	0.343974
PF02824	7059	6947	0	5	2.076073	0.787722	-0.177311	-0.041081	0.249755	0.000100	0.296805	0.000100	0.291280	0.000100	0.310366	0.000100	0.251222	0.000100	1.027261
PF02825	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02826	7059	7002	0	25	4.972517	3.008857	2.743292	1.393045	0.172939	0.000100	0.099982	0.000100	0.124794	0.000100	0.110810	0.000100	0.102893	0.000100	0.084888
PF02827	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02828	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02833	7059	2155	0	2	0.311659	0.476736	-0.571254	0.988794	0.438060	0.000100	0.439967	0.000100	0.440479	0.000100	0.440795	0.000100	0.440990	0.000100	-3.674692
PF02836	7059	2893	0	40	1.337867	2.908171	24.368493	4.169234	0.322756	0.000100	0.347601	0.000100	0.348521	0.000100	0.370240	0.000100	0.380680	0.000100	-1.259870
PF02837	7059	2746	0	43	1.370024	3.132651	25.995359	4.310554	0.330945	0.000100	0.358614	0.000100	0.358589	0.000100	0.380449	0.000100	0.392336	0.000100	-1.351299
PF02838	7059	2230	0	16	0.777447	1.564379	11.713268	2.957564	0.374473	0.000100	0.413452	0.000100	0.417736	0.000100	0.427614	0.000100	0.434062	0.000100	-2.112570
PF02840	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02841	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02843	7059	6815	0	4	0.974501	0.212050	27.112825	-1.598673	0.513289	0.000100	0.526142	0.000100	0.530705	0.000100	0.534723	0.000100	0.500239	0.000100	1.688643
PF02844	7059	6836	0	4	0.977617	0.205624	29.731624	-1.464520	0.511746	0.000100	0.524977	0.000100	0.529758	0.000100	0.533989	0.000100	0.499765	0.000100	1.636317
PF02845	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF02847	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02852	7059	7023	0	21	4.241961	1.787901	2.058189	0.839706	0.153907	0.000100	0.141458	0.000100	0.118293	0.000100	0.138398	0.000100	0.114888	0.000100	0.387194
PF02854	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02861	7059	7045	0	16	2.623318	1.459051	5.191433	1.970832	0.325950	0.000100	0.303534	0.000100	0.310010	0.000100	0.298361	0.000100	0.276763	0.000100	-0.577954
PF02862	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02864	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02865	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02866	7059	6199	0	5	1.262927	0.902218	2.296850	1.398754	0.369834	0.000100	0.323391	0.000100	0.359721	0.000100	0.412924	0.000100	0.322293	0.000100	0.014984
PF02867	7059	6796	0	8	1.428106	0.662930	1.978949	0.704008	0.328817	0.000100	0.299663	0.000100	0.284751	0.000100	0.341244	0.000100	0.315257	0.000100	0.403683
PF02868	7059	2106	0	26	0.694999	1.669469	34.120485	4.635291	0.363051	0.000100	0.416930	0.000100	0.421395	0.000100	0.434539	0.000100	0.443363	0.000100	-2.422065
PF02870	7059	2996	0	5	0.560136	0.741885	0.909817	1.178421	0.350442	0.000100	0.368102	0.000100	0.373254	0.000100	0.377304	0.000100	0.377568	0.000100	-1.420452
PF02872	7059	4993	0	10	1.415923	1.421450	4.115905	1.588511	0.230323	0.000100	0.196307	0.000100	0.230320	0.000100	0.302352	0.000100	0.200116	0.000100	-0.099877
PF02873	7059	6952	0	3	1.020258	0.225861	18.058405	1.709712	0.500740	0.000100	0.478234	0.000100	0.486288	0.000100	0.502865	0.000100	0.492493	0.000100	0.607339
PF02874	7059	7050	0	11	2.472447	0.856414	7.734928	2.262180	0.380311	0.000100	0.388485	0.000100	0.383819	0.000100	0.377785	0.000100	0.381082	0.000100	-0.747949
PF02875	7059	7050	0	10	4.913302	1.143292	1.401057	0.048200	0.217477	0.000100	0.238286	0.000100	0.225412	0.000100	0.231381	0.000100	0.219628	0.000100	1.055712
PF02877	7059	3	0	1	0.000425	0.020611	2348.000425	48.476803	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	-110.420068
PF02878	7059	7051	0	7	2.872787	0.988943	-0.289782	0.376904	0.225607	0.000100	0.216340	0.000100	0.217425	0.000100	0.208361	0.000100	0.222241	0.000100	0.388997
PF02879	7059	7051	0	7	2.822354	0.985174	-0.237656	0.452593	0.241313	0.000100	0.230924	0.000100	0.232353	0.000100	0.223116	0.000100	0.235867	0.000100	0.284779
PF02880	7059	7050	0	7	2.818105	0.971943	-0.206476	0.438391	0.239167	0.000100	0.228652	0.000100	0.229831	0.000100	0.219871	0.000100	0.234166	0.000100	0.319856
PF02881	7059	6966	0	4	1.945035	0.290735	28.003574	-4.810176	0.530347	0.000100	0.528358	0.000100	0.524605	0.000100	0.519555	0.000100	0.512046	0.000100	3.741991
PF02882	7059	6965	0	7	1.148888	0.462279	18.218990	3.054253	0.486897	0.000100	0.474871	0.000100	0.457853	0.000100	0.427953	0.000100	0.461215	0.000100	-0.509926
PF02883	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02884	7059	649	0	7	0.127072	0.473855	40.469098	5.451283	0.513768	0.000100	0.526550	0.000100	0.528895	0.000100	0.531278	0.000100	0.532884	0.000100	-13.161106
PF02885	7059	6796	0	5	1.809180	0.746144	0.535054	-0.010982	0.296909	0.000100	0.334049	0.000100	0.325146	0.000100	0.324080	0.000100	0.295024	0.000100	1.040910
PF02886	7059	2	0	1	0.000283	0.016830	3524.500283	59.384344	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	-110.420068
PF02887	7059	6837	0	6	1.184162	0.513121	5.674838	1.586551	0.445371	0.000100	0.416096	0.000100	0.388664	0.000100	0.426542	0.000100	0.418128	0.000100	0.050900
PF02888	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02889	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02891	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02892	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF02893	7059	140	0	2	0.020116	0.142401	51.418369	7.128396	0.536332	0.000100	0.536585	0.000100	0.536652	0.000100	0.536694	0.000100	0.536721	0.000100	-72.139901
PF02894	7059	5790	0	57	4.469472	5.117104	11.201160	2.521575	0.191229	0.000100	0.116081	0.000100	0.109294	0.000100	0.151703	0.000100	0.116711	0.000100	-0.008632
PF02896	7059	6424	0	8	2.059499	1.221879	1.302966	0.746063	0.246291	0.000100	0.269844	0.000100	0.269447	0.000100	0.297946	0.000100	0.228624	0.000100	0.516364
PF02897	7059	3775	0	11	0.952968	1.139286	2.327917	1.329062	0.263757	0.000100	0.299602	0.000100	0.307288	0.000100	0.316252	0.000100	0.310633	0.000100	-0.595102
PF02898	7059	953	0	4	0.147613	0.392266	8.937154	2.812394	0.511641	0.000100	0.516195	0.000100	0.517310	0.000100	0.518079	0.000100	0.518587	0.000100	-10.089217
PF02899	7059	6673	0	21	2.394390	1.351625	17.230677	2.673851	0.318126	0.000100	0.340496	0.000100	0.347262	0.000100	0.390432	0.000100	0.317655	0.000100	0.292181
PF02900	7059	3817	0	18	0.903102	1.209803	12.443373	2.518993	0.269472	0.000100	0.289217	0.000100	0.298554	0.000100	0.311179	0.000100	0.307166	0.000100	-0.727599
PF02901	7059	1819	0	10	0.380507	0.779751	13.493363	2.949730	0.429522	0.000100	0.452346	0.000100	0.456662	0.000100	0.461207	0.000100	0.464320	0.000100	-3.833645
PF02902	7059	21	0	1	0.002975	0.054462	331.145841	18.252283	0.518805	0.000100	0.518805	0.000100	0.518805	0.000100	0.518805	0.000100	0.518805	0.000100	-110.420068
PF02906	7059	533	0	10	0.235727	0.975820	27.218287	4.952122	0.519930	0.000100	0.530376	0.000100	0.531478	0.000100	0.534355	0.000100	0.536965	0.000100	-10.073416
PF02910	7059	6495	0	8	2.055674	1.145655	1.640739	0.683614	0.243843	0.000100	0.282344	0.000100	0.282114	0.000100	0.309092	0.000100	0.237533	0.000100	0.590785
PF02911	7059	6938	0	5	1.296926	0.612664	2.569375	1.560340	0.434148	0.000100	0.421277	0.000100	0.402753	0.000100	0.367068	0.000100	0.408476	0.000100	-0.449551
PF02912	7059	6983	0	2	0.992634	0.118794	67.067105	-4.207883	0.513955	0.000100	0.521361	0.000100	0.524365	0.000100	0.526941	0.000100	0.501336	0.000100	2.195418
PF02913	7059	6195	0	14	2.658167	2.116060	1.415847	1.084748	0.166232	0.000100	0.123996	0.000100	0.150352	0.000100	0.223574	0.000100	0.134653	0.000100	0.193519
PF02915	7059	2170	0	12	0.615810	1.320455	15.620316	3.475470	0.372101	0.000100	0.416118	0.000100	0.421665	0.000100	0.432141	0.000100	0.438942	0.000100	-2.459862
PF02916	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02919	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02921	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF02922	7059	4866	0	10	1.908769	1.716946	0.185984	0.703439	0.177522	0.000100	0.220341	0.000100	0.228122	0.000100	0.269354	0.000100	0.212929	0.000100	0.224949
PF02926	7059	4016	0	5	0.840062	0.824820	-1.346942	0.329741	0.276839	0.000100	0.291924	0.000100	0.297654	0.000100	0.307270	0.000100	0.292871	0.000100	-0.085419
PF02928	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02929	7059	1564	0	12	0.370874	0.904182	22.400211	3.905056	0.437590	0.000100	0.466523	0.000100	0.471072	0.000100	0.477205	0.000100	0.481532	0.000100	-4.438502
PF02931	7059	89	0	2	0.013033	0.117103	93.700691	9.368601	0.531698	0.000100	0.532132	0.000100	0.532251	0.000100	0.532325	0.000100	0.532374	0.000100	-90.526417
PF02932	7059	16	0	2	0.002408	0.051825	601.457147	23.269027	0.516264	0.000100	0.516564	0.000100	0.516649	0.000100	0.516703	0.000100	0.516740	0.000100	-90.526417
PF02933	7059	190	0	2	0.027199	0.164396	35.530665	6.003567	0.538784	0.000100	0.539007	0.000100	0.539065	0.000100	0.539101	0.000100	0.539125	0.000100	-53.271896
PF02934	7059	6139	0	3	0.875620	0.349609	3.592869	-1.698956	0.508654	0.000100	0.514731	0.000100	0.516595	0.000100	0.518167	0.000100	0.484864	0.000100	2.481028
PF02935	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02936	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02937	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02938	7059	6723	0	2	0.962318	0.236844	13.626846	-2.354947	0.515602	0.000100	0.527096	0.000100	0.531555	0.000100	0.535313	0.000100	0.490200	0.000100	2.359730
PF02939	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02940	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02941	7059	86	0	2	0.012325	0.111607	85.104853	9.144250	0.531779	0.000100	0.531941	0.000100	0.531984	0.000100	0.532010	0.000100	0.532028	0.000100	-90.526417
PF02943	7059	237	0	2	0.034849	0.190223	32.928860	5.618611	0.539101	0.000100	0.539902	0.000100	0.540122	0.000100	0.540259	0.000100	0.540350	0.000100	-42.036607
PF02944	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02945	7059	333	0	4	0.060632	0.297806	42.138124	5.924399	0.533486	0.000100	0.538074	0.000100	0.539256	0.000100	0.540193	0.000100	0.540860	0.000100	-26.389311
PF02946	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02947	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02948	7059	3	0	1	0.000425	0.020611	2348.000425	48.476803	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	-110.420068
PF02949	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02953	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02954	7059	5257	0	63	6.239836	7.332634	6.641378	2.114264	0.197410	0.000100	0.170133	0.000100	0.157702	0.000100	0.185500	0.000100	0.166694	0.000100	0.052539
PF02958	7059	575	0	6	0.095906	0.365317	48.852642	5.659430	0.522079	0.000100	0.531722	0.000100	0.533304	0.000100	0.534728	0.000100	0.535605	0.000100	-16.270164
PF02961	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02965	7059	5086	0	4	0.746990	0.493924	0.054505	-0.372121	0.416246	0.000100	0.434243	0.000100	0.440641	0.000100	0.446020	0.000100	0.405354	0.000100	1.399373
PF02966	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF02969	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02970	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02971	7059	319	0	4	0.049582	0.238831	37.625838	5.503574	0.537034	0.000100	0.539610	0.000100	0.540214	0.000100	0.540637	0.000100	0.540915	0.000100	-30.261657
PF02978	7059	6903	0	2	0.978609	0.149500	39.118398	-5.969765	0.534785	0.000100	0.536184	0.000100	0.536675	0.000100	0.537074	0.000100	0.517234	0.000100	4.112987
PF02982	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF02983	7059	784	0	9	0.351891	1.189979	15.889725	3.919321	0.505203	0.000100	0.518390	0.000100	0.519824	0.000100	0.523603	0.000100	0.527057	0.000100	-6.749890
PF02984	7059	1	0	2	0.000283	0.023803	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-90.526417
PF02985	7059	401	0	5	0.067998	0.303766	44.460560	5.745976	0.531750	0.000100	0.537342	0.000100	0.538531	0.000100	0.539486	0.000100	0.540119	0.000100	-22.947258
PF02987	7059	11	0	1	0.001558	0.039444	636.728833	25.273085	0.514197	0.000100	0.514197	0.000100	0.514197	0.000100	0.514197	0.000100	0.514197	0.000100	-110.420068
PF02988	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02990	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF02991	7059	2	0	1	0.000283	0.016830	3524.500283	59.384344	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	-110.420068
PF02992	7059	2	0	1	0.000283	0.016830	3524.500283	59.384344	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	0.506432	0.000100	-110.420068
PF02994	7059	4	0	1	0.000567	0.023798	1759.750567	41.973212	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	-110.420068
PF02995	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF02996	7059	5	0	1	0.000708	0.026605	1406.800709	37.533994	0.509911	0.000100	0.509911	0.000100	0.509911	0.000100	0.509911	0.000100	0.509911	0.000100	-110.420068
PF03000	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03002	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03004	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03006	7059	4993	0	4	0.768522	0.552623	0.239098	0.054214	0.369658	0.000100	0.404550	0.000100	0.418010	0.000100	0.429764	0.000100	0.374814	0.000100	0.879405
PF03007	7059	1291	0	24	0.539312	1.652133	33.597812	4.922673	0.445056	0.000100	0.480255	0.000100	0.482365	0.000100	0.491516	0.000100	0.498961	0.000100	-4.208081
PF03009	7059	6480	0	14	2.202720	1.601233	3.584720	1.514089	0.258118	0.000100	0.193466	0.000100	0.187658	0.000100	0.251428	0.000100	0.182951	0.000100	0.111512
PF03011	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03015	7059	63	0	1	0.008925	0.094049	107.056624	10.443018	0.528874	0.000100	0.528874	0.000100	0.528874	0.000100	0.528874	0.000100	0.528874	0.000100	-110.420068
PF03016	7059	134	0	2	0.022666	0.171810	77.637752	8.428564	0.533492	0.000100	0.535159	0.000100	0.535697	0.000100	0.536063	0.000100	0.536330	0.000100	-68.253140
PF03017	7059	48	0	1	0.006800	0.082180	142.069346	12.002889	0.526170	0.000100	0.526170	0.000100	0.526170	0.000100	0.526170	0.000100	0.526170	0.000100	-110.420069
PF03018	7059	22	0	1	0.003117	0.055739	315.866763	17.828818	0.519177	0.000100	0.519177	0.000100	0.519177	0.000100	0.519177	0.000100	0.519177	0.000100	-110.420068
PF03020	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03022	7059	710	0	4	0.126080	0.416712	19.349935	4.013714	0.518298	0.000100	0.525974	0.000100	0.527844	0.000100	0.529339	0.000100	0.530374	0.000100	-12.586460
PF03023	7059	5398	0	6	1.005100	0.772804	1.776789	0.908379	0.314504	0.000100	0.337408	0.000100	0.372239	0.000100	0.410774	0.000100	0.318055	0.000100	0.264688
PF03024	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03028	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03029	7059	1185	0	14	0.768522	2.195624	10.031145	3.212286	0.468960	0.000100	0.489402	0.000100	0.490737	0.000100	0.497928	0.000100	0.505319	0.000100	-3.642789
PF03030	7059	3025	0	6	0.454314	0.553680	1.355727	0.879378	0.365497	0.000100	0.374110	0.000100	0.376025	0.000100	0.377345	0.000100	0.377340	0.000100	-1.339506
PF03031	7059	162	0	3	0.025924	0.179031	78.653087	8.079638	0.534614	0.000100	0.536777	0.000100	0.537314	0.000100	0.537695	0.000100	0.537949	0.000100	-58.604617
PF03033	7059	6931	0	10	1.304717	0.846277	17.302598	3.528358	0.448922	0.000100	0.448244	0.000100	0.433012	0.000100	0.404780	0.000100	0.424754	0.000100	-0.836925
PF03034	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03036	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03037	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03039	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF03040	7059	84	0	5	0.018275	0.194354	229.308265	13.899975	0.525554	0.000100	0.529384	0.000100	0.530261	0.000100	0.531142	0.000100	0.531790	0.000100	-72.842382
